FIELD,CALIB,ZP_GAIA3_BP,ZP_GAIA3_G,ZP_GAIA3_RP
SPLUS-s25s41,Calibration_iDR5_3_Main,0.0075,0.0056,0.0037
SPLUS-s25s42,Calibration_XPSP_GAIA3,0.0072,0.0058,0.0029
SPLUS-s25s42,Calibration_iDR5_3_Main,0.0072,0.0058,0.0029
SPLUS-s25s43,Calibration_XPSP_GAIA3,0.0063,0.0057,0.003
SPLUS-s25s43,Calibration_XPSP,0.0046,0.003,0.0021
SPLUS-s25s43,Calibration_iDR5_3_Main,0.0063,0.0057,0.003
SPLUS-s25s44,Calibration_XPSP_GAIA3,0.0053,0.005,0.0032
SPLUS-s25s44,Calibration_XPSP,0.0038,0.0025,0.0022
SPLUS-s25s44,Calibration_iDR5_3_Main,0.0053,0.005,0.0032
SPLUS-s25s45,Calibration_XPSP_GAIA3,0.0054,0.0049,0.002
SPLUS-s25s45,Calibration_XPSP,0.0041,0.002,0.001
SPLUS-s25s45,Calibration_iDR5_3_Main,0.0054,0.0049,0.002
SPLUS-s25s46,Calibration_XPSP_GAIA3,0.0061,0.0045,0.0024
SPLUS-s25s46,Calibration_XPSP,0.0058,0.003,0.0017
SPLUS-s25s46,Calibration_iDR5_3_Main,0.0061,0.0045,0.0024
SPLUS-s25s47,Calibration_iDR5_3_Main,0.0051,0.0053,0.0039
SPLUS-s25s48,Calibration_XPSP_GAIA3,0.0068,0.0057,0.0024
SPLUS-s25s48,Calibration_XPSP,0.0052,0.0028,0.0014
SPLUS-s25s48,Calibration_iDR5_3_Main,0.0068,0.0057,0.0024
SPLUS-s25s49,Calibration_XPSP_GAIA3,0.0064,0.0032,0.0008
SPLUS-s25s49,Calibration_XPSP,0.0063,0.0018,-0.0005
SPLUS-s25s49,Calibration_iDR5_3_Main,0.0064,0.0032,0.0008
SPLUS-s25s50,Calibration_XPSP_GAIA3,0.0126,0.0069,0.0024
SPLUS-s25s50,Calibration_XPSP,0.0099,0.0058,0.0011
SPLUS-s25s50,Calibration_iDR5_3_Main,0.0126,0.0069,0.0024
SPLUS-s25s51,Calibration_XPSP_GAIA3,0.0111,0.0068,0.0032
SPLUS-s25s51,Calibration_XPSP,0.0101,0.006,0.0007
SPLUS-s25s51,Calibration_iDR5_3_Main,0.0111,0.0068,0.0032
SPLUS-s25s52,Calibration_XPSP_GAIA3,0.0126,0.0089,0.0034
SPLUS-s25s52,Calibration_XPSP,0.0132,0.009,0.0004
SPLUS-s25s52,Calibration_iDR5_3_Main,0.0126,0.0089,0.0034
SPLUS-s25s53,Calibration_XPSP_GAIA3,0.0103,0.0069,0.0026
SPLUS-s25s53,Calibration_iDR5_3_Main,0.0103,0.0069,0.0026
SPLUS-s25s54,Calibration_XPSP_GAIA3,0.0074,0.004,0.0009
SPLUS-s25s54,Calibration_iDR5_3_Main,0.0074,0.004,0.0009
SPLUS-s25s55,Calibration_XPSP_GAIA3,0.0052,0.0044,0.0032
SPLUS-s25s55,Calibration_iDR5_3_Main,0.0052,0.0044,0.0032
SPLUS-s25s56,Calibration_XPSP_GAIA3,0.0044,0.0032,0.0019
SPLUS-s25s56,Calibration_iDR5_3_Main,0.0044,0.0032,0.0019
SPLUS-s25s57,Calibration_XPSP_GAIA3,0.004,0.0027,0.001
SPLUS-s25s57,Calibration_iDR5_3_Main,0.004,0.0027,0.001
SPLUS-s25s58,Calibration_XPSP_GAIA3,0.0064,0.0042,-0.0003
SPLUS-s25s58,Calibration_iDR5_3_Main,0.0064,0.0042,-0.0003
SPLUS-s25s59,Calibration_XPSP_GAIA3,0.0056,0.0038,0.0018
SPLUS-s25s59,Calibration_iDR5_3_Main,0.0056,0.0038,0.0018
SPLUS-s25s60,Calibration_XPSP_GAIA3,0.0023,0.0016,0.0011
SPLUS-s25s60,Calibration_iDR5_3_Main,0.0023,0.0016,0.0011
SPLUS-s25s61,Calibration_XPSP_GAIA3,0.0004,0.0013,0.0013
SPLUS-s25s61,Calibration_iDR5_3_Main,0.0004,0.0013,0.0013
SPLUS-s25s62,Calibration_XPSP_GAIA3,-0.0012,-0.0,0.0014
SPLUS-s25s62,Calibration_iDR5_3_Main,-0.0012,-0.0,0.0014
SPLUS-s25s63,Calibration_XPSP_GAIA3,0.0012,0.0013,0.001
SPLUS-s25s63,Calibration_iDR5_3_Main,0.0012,0.0013,0.001
SPLUS-s25s64,Calibration_XPSP_GAIA3,0.0035,0.0036,-0.0001
SPLUS-s25s64,Calibration_iDR5_3_Main,0.0035,0.0036,-0.0001
SPLUS-s25s65,Calibration_XPSP_GAIA3,0.0048,0.0048,0.0016
SPLUS-s25s65,Calibration_iDR5_3_Main,0.0048,0.0048,0.0016
SPLUS-s25s66,Calibration_XPSP_GAIA3,0.0002,0.0003,-0.0015
SPLUS-s25s66,Calibration_iDR5_3_Main,0.0002,0.0003,-0.0015
SPLUS-s25s67,Calibration_XPSP_GAIA3,0.0036,0.0023,0.0012
SPLUS-s25s67,Calibration_iDR5_3_Main,0.0036,0.0023,0.0012
SPLUS-s25s68,Calibration_XPSP_GAIA3,0.0072,0.006,0.0018
SPLUS-s25s68,Calibration_iDR5_3_Main,0.0072,0.006,0.0018
SPLUS-s25s69,Calibration_XPSP_GAIA3,0.004,0.0048,0.002
SPLUS-s25s69,Calibration_iDR5_3_Main,0.004,0.0048,0.002
SPLUS-s25s70,Calibration_XPSP_GAIA3,0.0043,0.004,0.0016
SPLUS-s25s70,Calibration_iDR5_3_Main,0.0043,0.004,0.0016
SPLUS-s25s71,Calibration_XPSP_GAIA3,0.0039,0.005,0.0027
SPLUS-s25s71,Calibration_iDR5_3_Main,0.0039,0.005,0.0027
SPLUS-s25s72,Calibration_XPSP_GAIA3,0.0047,0.004,0.0021
SPLUS-s25s72,Calibration_iDR5_3_Main,0.0047,0.004,0.0021
SPLUS-s25s73,Calibration_XPSP_GAIA3,0.0109,0.0097,0.0024
SPLUS-s25s73,Calibration_iDR5_3_Main,0.0109,0.0097,0.0024
SPLUS-s25s74,Calibration_XPSP_GAIA3,0.003,0.0023,0.0012
SPLUS-s25s74,Calibration_iDR5_3_Main,0.003,0.0023,0.0012
SPLUS-s25s75,Calibration_XPSP_GAIA3,0.0036,0.0041,0.0027
SPLUS-s25s75,Calibration_iDR5_3_Main,0.0036,0.0041,0.0027
SPLUS-s25s76,Calibration_XPSP_GAIA3,0.0023,0.003,0.0033
SPLUS-s25s76,Calibration_iDR5_3_Main,0.0023,0.003,0.0033
SPLUS-s26s01,Calibration_XPSP_GAIA3,0.005,0.0031,0.0012
SPLUS-s26s01,Calibration_iDR5_3_Main,0.005,0.0031,0.0012
SPLUS-s26s02,Calibration_XPSP_GAIA3,0.0025,0.0024,0.002
SPLUS-s26s02,Calibration_iDR5_3_Main,0.0025,0.0024,0.002
SPLUS-s26s03,Calibration_XPSP_GAIA3,0.0035,0.0032,0.0019
SPLUS-s26s03,Calibration_iDR5_3_Main,0.0035,0.0032,0.0019
SPLUS-s26s04,Calibration_XPSP_GAIA3,-0.0013,0.0005,-0.0002
SPLUS-s26s04,Calibration_iDR5_3_Main,-0.0013,0.0005,-0.0002
SPLUS-s26s05,Calibration_XPSP_GAIA3,0.0018,0.003,0.0025
SPLUS-s26s05,Calibration_iDR5_3_Main,0.0018,0.003,0.0025
SPLUS-s26s06,Calibration_iDR5_3_Main,0.0018,0.0032,0.0028
SPLUS-s26s07,Calibration_XPSP_GAIA3,0.0023,0.0025,0.0008
SPLUS-s26s07,Calibration_XPSP,0.001,0.0011,0.001
SPLUS-s26s07,Calibration_iDR5_3_Main,0.0023,0.0025,0.0008
SPLUS-s26s08,Calibration_XPSP_GAIA3,0.0042,0.0085,0.0077
SPLUS-s26s08,Calibration_XPSP,0.0052,0.0049,0.0044
SPLUS-s26s08,Calibration_iDR5_3_Main,0.0042,0.0085,0.0077
SPLUS-s26s09,Calibration_XPSP_GAIA3,0.0044,0.0054,0.0028
SPLUS-s26s09,Calibration_XPSP,0.0036,0.0024,0.0017
SPLUS-s26s09,Calibration_iDR5_3_Main,0.0044,0.0054,0.0028
SPLUS-s26s10,Calibration_XPSP_GAIA3,0.0069,0.0065,0.0047
SPLUS-s26s10,Calibration_XPSP,0.006,0.0044,0.0035
SPLUS-s26s10,Calibration_iDR5_3_Main,0.0069,0.0065,0.0047
SPLUS-s26s11,Calibration_XPSP_GAIA3,0.0024,0.004,0.0041
SPLUS-s26s11,Calibration_XPSP,0.003,0.0013,0.0011
SPLUS-s26s11,Calibration_iDR5_3_Main,0.0024,0.004,0.0041
SPLUS-s26s12,Calibration_iDR5_3_Main,0.0047,0.0052,0.0037
SPLUS-s26s13,Calibration_XPSP_GAIA3,0.0036,0.004,0.003
SPLUS-s26s13,Calibration_XPSP,0.0046,0.0005,0.0007
SPLUS-s26s13,Calibration_iDR5_3_Main,0.0036,0.004,0.003
SPLUS-s26s14,Calibration_XPSP_GAIA3,0.0035,0.0036,0.0038
SPLUS-s26s14,Calibration_XPSP,0.004,0.0014,0.0005
SPLUS-s26s14,Calibration_iDR5_3_Main,0.0035,0.0036,0.0038
SPLUS-s26s15,Calibration_iDR5_3_Main,0.0044,0.0049,0.0042
SPLUS-s26s16,Calibration_iDR5_3_Main,0.006,0.0046,0.0024
SPLUS-s26s17,Calibration_iDR5_3_Main,0.0078,0.0051,0.0032
SPLUS-s26s18,Calibration_iDR5_3_Main,0.0063,0.0054,0.004
SPLUS-s26s19,Calibration_iDR5_3_Main,0.0053,0.0039,0.0033
SPLUS-s26s20,Calibration_iDR5_3_Main,0.0065,0.0042,0.0014
SPLUS-s26s21,Calibration_iDR5_3_Main,0.0061,0.0044,0.0038
SPLUS-s26s22,Calibration_iDR5_3_Main,0.0087,0.0051,0.0049
SPLUS-s26s23,Calibration_iDR5_3_Main,0.0082,0.0036,0.0049
SPLUS-s26s24,Calibration_XPSP_GAIA3,0.0057,0.0034,0.0056
SPLUS-s26s24,Calibration_XPSP,0.0043,0.0001,0.0036
SPLUS-s26s24,Calibration_iDR5_3_Main,0.0057,0.0034,0.0056
SPLUS-s26s25,Calibration_iDR5_3_Main,0.007,0.0045,0.0056
SPLUS-s26s26,Calibration_XPSP_GAIA3,0.0055,0.0018,0.0038
SPLUS-s26s26,Calibration_XPSP,0.0036,-0.0012,0.0021
SPLUS-s26s26,Calibration_iDR5_3_Main,0.0055,0.0018,0.0038
SPLUS-s26s27,Calibration_iDR5_3_Main,0.0072,0.0037,0.0041
SPLUS-s26s28,Calibration_iDR5_3_Main,0.0064,0.0049,0.0042
SPLUS-s26s29,Calibration_iDR5_3_Main,0.0049,0.0018,0.002
SPLUS-s26s30,Calibration_iDR5_3_Main,0.0082,0.004,0.003
SPLUS-s26s31,Calibration_iDR5_3_Main,0.0051,0.0044,0.0038
SPLUS-s26s32,Calibration_iDR5_3_Main,0.0102,0.0066,0.0048
SPLUS-s26s33,Calibration_iDR5_3_Main,0.008,0.0061,0.0047
SPLUS-s26s34,Calibration_XPSP_GAIA3,0.0055,0.0044,0.0033
SPLUS-s26s34,Calibration_XPSP,0.0032,0.0014,0.0027
SPLUS-s26s34,Calibration_iDR5_3_Main,0.0055,0.0044,0.0033
SPLUS-s26s35,Calibration_XPSP_GAIA3,0.0068,0.0061,0.0044
SPLUS-s26s35,Calibration_XPSP,0.0045,0.0029,0.0034
SPLUS-s26s35,Calibration_iDR5_3_Main,0.0068,0.0061,0.0044
SPLUS-s26s36,Calibration_XPSP_GAIA3,0.0081,0.0077,0.003
SPLUS-s26s36,Calibration_XPSP,0.0064,0.0036,0.0022
SPLUS-s26s36,Calibration_iDR5_3_Main,0.0081,0.0077,0.003
SPLUS-s26s37,Calibration_XPSP_GAIA3,0.0069,0.0057,0.0044
SPLUS-s26s37,Calibration_XPSP,0.0035,0.0026,0.0035
SPLUS-s26s37,Calibration_iDR5_3_Main,0.0069,0.0057,0.0044
SPLUS-s26s38,Calibration_XPSP_GAIA3,0.006,0.0065,0.0036
SPLUS-s26s38,Calibration_XPSP,0.0037,0.0034,0.0036
SPLUS-s26s38,Calibration_iDR5_3_Main,0.006,0.0065,0.0036
SPLUS-s26s39,Calibration_XPSP_GAIA3,0.0059,0.0051,0.0039
SPLUS-s26s39,Calibration_XPSP,0.0036,0.0026,0.0031
SPLUS-s26s39,Calibration_iDR5_3_Main,0.0059,0.0051,0.0039
SPLUS-s26s40,Calibration_XPSP_GAIA3,0.0045,0.0036,0.0025
SPLUS-s26s40,Calibration_XPSP,0.0033,0.0006,0.0004
SPLUS-s26s40,Calibration_iDR5_3_Main,0.0045,0.0036,0.0025
SPLUS-s26s41,Calibration_XPSP_GAIA3,0.0067,0.0051,0.0024
SPLUS-s26s41,Calibration_XPSP,0.0046,0.0014,0.0007
SPLUS-s26s41,Calibration_iDR5_3_Main,0.0067,0.0051,0.0024
SPLUS-s26s42,Calibration_XPSP_GAIA3,0.0061,0.0073,0.0051
SPLUS-s26s42,Calibration_XPSP,0.0061,0.0026,0.0015
SPLUS-s26s42,Calibration_iDR5_3_Main,0.0061,0.0073,0.0051
SPLUS-s26s43,Calibration_iDR5_3_Main,0.007,0.0074,0.0045
SPLUS-s26s44,Calibration_iDR5_3_Main,0.0084,0.0059,0.0027
SPLUS-s26s45,Calibration_XPSP_GAIA3,0.0042,0.0042,0.0029
SPLUS-s26s45,Calibration_XPSP,0.003,0.0016,0.0015
SPLUS-s26s45,Calibration_iDR5_3_Main,0.0042,0.0042,0.0029
SPLUS-s26s46,Calibration_iDR5_3_Main,0.0065,0.0058,0.003
SPLUS-s26s47,Calibration_XPSP_GAIA3,0.0052,0.0035,0.0021
SPLUS-s26s47,Calibration_XPSP,0.0042,0.0014,0.0008
SPLUS-s26s47,Calibration_iDR5_3_Main,0.0052,0.0035,0.0021
SPLUS-s26s48,Calibration_XPSP_GAIA3,0.0091,0.0053,0.0017
SPLUS-s26s48,Calibration_XPSP,0.0085,0.005,0.0009
SPLUS-s26s48,Calibration_iDR5_3_Main,0.0091,0.0053,0.0017
SPLUS-s26s49,Calibration_XPSP_GAIA3,0.0103,0.0052,0.0009
SPLUS-s26s49,Calibration_XPSP,0.0104,0.0049,-0.0007
SPLUS-s26s49,Calibration_iDR5_3_Main,0.0103,0.0052,0.0009
SPLUS-s26s50,Calibration_XPSP_GAIA3,0.011,0.0067,0.0026
SPLUS-s26s50,Calibration_XPSP,0.0123,0.0072,0.0005
SPLUS-s26s50,Calibration_iDR5_3_Main,0.011,0.0067,0.0026
SPLUS-s26s51,Calibration_XPSP_GAIA3,0.0107,0.0069,0.0023
SPLUS-s26s51,Calibration_XPSP,0.0115,0.0073,-0.0002
SPLUS-s26s51,Calibration_iDR5_3_Main,0.0107,0.0069,0.0023
SPLUS-s26s70,Calibration_iDR5_3_Main,0.0037,0.0045,0.0034
SPLUS-s26s71,Calibration_iDR5_3_Main,0.0049,0.0046,0.0039
SPLUS-s26s72,Calibration_iDR5_3_Main,0.0025,0.0026,0.0013
SPLUS-s26s73,Calibration_XPSP_GAIA3,0.0037,0.0026,0.0024
SPLUS-s26s73,Calibration_iDR5_3_Main,0.0037,0.0026,0.0024
SPLUS-s26s74,Calibration_XPSP_GAIA3,0.0034,0.0024,0.0017
SPLUS-s26s74,Calibration_iDR5_3_Main,0.0034,0.0024,0.0017
SPLUS-s27s01,Calibration_XPSP_GAIA3,0.004,0.0041,0.0017
SPLUS-s27s01,Calibration_iDR5_3_Main,0.004,0.0041,0.0017
SPLUS-s27s02,Calibration_XPSP_GAIA3,0.002,0.0016,0.0009
SPLUS-s27s02,Calibration_iDR5_3_Main,0.002,0.0016,0.0009
SPLUS-s27s03,Calibration_XPSP_GAIA3,0.0032,0.0054,0.0032
SPLUS-s27s03,Calibration_iDR5_3_Main,0.0032,0.0054,0.0032
SPLUS-s27s04,Calibration_XPSP_GAIA3,0.0016,0.0024,0.0023
SPLUS-s27s04,Calibration_iDR5_3_Main,0.0016,0.0024,0.0023
SPLUS-s27s07,Calibration_XPSP_GAIA3,0.003,0.0029,0.0025
SPLUS-s27s07,Calibration_XPSP,0.0023,0.0007,0.0009
SPLUS-s27s07,Calibration_iDR5_3_Main,0.003,0.0029,0.0025
SPLUS-s27s08,Calibration_XPSP_GAIA3,-0.0027,0.0024,0.0013
SPLUS-s27s08,Calibration_XPSP,-0.0038,-0.0008,0.0012
SPLUS-s27s08,Calibration_iDR5_3_Main,-0.0027,0.0024,0.0013
SPLUS-s27s09,Calibration_XPSP_GAIA3,0.0037,0.0044,0.0029
SPLUS-s27s09,Calibration_XPSP,0.0033,0.0013,0.001
SPLUS-s27s09,Calibration_iDR5_3_Main,0.0037,0.0044,0.0029
SPLUS-s27s10,Calibration_XPSP_GAIA3,0.0047,0.0042,0.0027
SPLUS-s27s10,Calibration_XPSP,0.0029,0.001,0.0012
SPLUS-s27s10,Calibration_iDR5_3_Main,0.0047,0.0042,0.0027
SPLUS-s27s11,Calibration_XPSP_GAIA3,0.0035,0.0036,0.0029
SPLUS-s27s11,Calibration_XPSP,0.0026,0.0001,-0.0
SPLUS-s27s11,Calibration_iDR5_3_Main,0.0035,0.0036,0.0029
SPLUS-s27s12,Calibration_XPSP_GAIA3,0.0078,0.01,0.004
SPLUS-s27s12,Calibration_XPSP,0.0054,0.0037,0.0003
SPLUS-s27s12,Calibration_iDR5_3_Main,0.0078,0.01,0.004
SPLUS-s27s13,Calibration_XPSP_GAIA3,0.0041,0.0019,0.0016
SPLUS-s27s13,Calibration_XPSP,0.0031,0.0015,0.0001
SPLUS-s27s13,Calibration_iDR5_3_Main,0.0041,0.0019,0.0016
SPLUS-s27s14,Calibration_XPSP_GAIA3,0.005,0.0049,0.0039
SPLUS-s27s14,Calibration_XPSP,0.0039,0.0026,0.0015
SPLUS-s27s14,Calibration_iDR5_3_Main,0.005,0.0049,0.0039
SPLUS-s27s15,Calibration_iDR5_3_Main,0.005,0.0046,0.0034
SPLUS-s27s16,Calibration_iDR5_3_Main,0.0049,0.005,0.0023
SPLUS-s27s17,Calibration_iDR5_3_Main,0.006,0.0042,0.0021
SPLUS-s27s18,Calibration_iDR5_3_Main,0.0066,0.0039,0.0019
SPLUS-s27s19,Calibration_iDR5_3_Main,0.006,0.0034,0.0002
SPLUS-s27s20,Calibration_XPSP_GAIA3,0.0052,0.0029,0.0023
SPLUS-s27s20,Calibration_iDR5_3_Main,0.0052,0.0029,0.0023
SPLUS-s27s21,Calibration_XPSP_GAIA3,0.0055,0.0029,0.0037
SPLUS-s27s21,Calibration_iDR5_3_Main,0.0055,0.0029,0.0037
SPLUS-s27s22,Calibration_XPSP_GAIA3,0.0065,0.0018,0.0024
SPLUS-s27s22,Calibration_iDR5_3_Main,0.0065,0.0018,0.0024
SPLUS-s27s23,Calibration_XPSP_GAIA3,0.0054,0.0026,0.0036
SPLUS-s27s23,Calibration_iDR5_3_Main,0.0054,0.0026,0.0036
SPLUS-s27s24,Calibration_iDR5_3_Main,0.0081,0.0044,0.0052
SPLUS-s27s25,Calibration_XPSP_GAIA3,0.0056,0.0016,0.002
SPLUS-s27s25,Calibration_iDR5_3_Main,0.0056,0.0016,0.002
SPLUS-s27s26,Calibration_iDR5_3_Main,0.0064,0.0041,0.0034
SPLUS-s27s27,Calibration_XPSP_GAIA3,0.0079,0.0005,0.0009
SPLUS-s27s27,Calibration_iDR5_3_Main,0.0079,0.0005,0.0009
SPLUS-s27s28,Calibration_XPSP_GAIA3,0.006,0.0022,0.0029
SPLUS-s27s28,Calibration_iDR5_3_Main,0.006,0.0022,0.0029
SPLUS-s27s29,Calibration_XPSP_GAIA3,0.0057,0.0051,0.0034
SPLUS-s27s29,Calibration_iDR5_3_Main,0.0057,0.0051,0.0034
SPLUS-s27s30,Calibration_XPSP_GAIA3,0.006,0.0043,0.0042
SPLUS-s27s30,Calibration_iDR5_3_Main,0.006,0.0043,0.0042
SPLUS-s27s31,Calibration_XPSP_GAIA3,0.0056,0.0035,0.0031
SPLUS-s27s31,Calibration_iDR5_3_Main,0.0056,0.0035,0.0031
SPLUS-s27s32,Calibration_XPSP_GAIA3,0.0064,0.0046,0.0024
SPLUS-s27s32,Calibration_iDR5_3_Main,0.0064,0.0046,0.0024
SPLUS-s27s33,Calibration_XPSP_GAIA3,0.0089,0.0061,0.0037
SPLUS-s27s33,Calibration_XPSP,0.0058,0.0027,0.0046
SPLUS-s27s33,Calibration_iDR5_3_Main,0.0089,0.0061,0.0037
SPLUS-s27s34,Calibration_XPSP_GAIA3,0.0083,0.006,0.0031
SPLUS-s27s34,Calibration_XPSP,0.0064,0.0033,0.0015
SPLUS-s27s34,Calibration_iDR5_3_Main,0.0083,0.006,0.0031
SPLUS-s27s35,Calibration_XPSP_GAIA3,0.0068,0.0056,0.0036
SPLUS-s27s35,Calibration_XPSP,0.0035,0.002,0.0024
SPLUS-s27s35,Calibration_iDR5_3_Main,0.0068,0.0056,0.0036
SPLUS-s27s36,Calibration_iDR5_3_Main,0.0067,0.0059,0.0041
SPLUS-s27s37,Calibration_iDR5_3_Main,0.0071,0.0057,0.0033
SPLUS-s27s38,Calibration_XPSP_GAIA3,0.0054,0.0045,0.0027
SPLUS-s27s38,Calibration_XPSP,0.0032,0.0026,0.0023
SPLUS-s27s38,Calibration_iDR5_3_Main,0.0054,0.0045,0.0027
SPLUS-s27s39,Calibration_iDR5_3_Main,0.0056,0.0048,0.0035
SPLUS-s27s40,Calibration_iDR5_3_Main,0.0047,0.0034,0.0026
SPLUS-s27s41,Calibration_iDR5_3_Main,0.0068,0.0049,0.0029
SPLUS-s27s42,Calibration_iDR5_3_Main,0.0054,0.0047,0.0029
SPLUS-s27s43,Calibration_XPSP_GAIA3,0.0065,0.0053,0.0021
SPLUS-s27s43,Calibration_iDR5_3_Main,0.0065,0.0053,0.0021
SPLUS-s27s44,Calibration_iDR5_3_Main,0.0056,0.0043,0.0028
SPLUS-s27s45,Calibration_XPSP_GAIA3,0.0055,0.0049,0.0029
SPLUS-s27s45,Calibration_iDR5_3_Main,0.0055,0.0049,0.0029
SPLUS-s27s46,Calibration_XPSP_GAIA3,0.0052,0.0048,0.0034
SPLUS-s27s46,Calibration_XPSP,0.0045,0.003,0.0023
SPLUS-s27s46,Calibration_iDR5_3_Main,0.0052,0.0048,0.0034
SPLUS-s27s47,Calibration_XPSP_GAIA3,0.0068,0.0036,0.0012
SPLUS-s27s47,Calibration_XPSP,0.0054,0.0023,-0.0007
SPLUS-s27s47,Calibration_iDR5_3_Main,0.0068,0.0036,0.0012
SPLUS-s27s48,Calibration_XPSP_GAIA3,0.0098,0.0058,0.0013
SPLUS-s27s48,Calibration_XPSP,0.01,0.0049,-0.0006
SPLUS-s27s48,Calibration_iDR5_3_Main,0.0098,0.0058,0.0013
SPLUS-s27s49,Calibration_XPSP_GAIA3,0.0097,0.0052,0.0018
SPLUS-s27s49,Calibration_XPSP,0.0104,0.0051,0.0007
SPLUS-s27s49,Calibration_iDR5_3_Main,0.0097,0.0052,0.0018
SPLUS-s27s50,Calibration_XPSP_GAIA3,0.0112,0.0065,0.0021
SPLUS-s27s50,Calibration_iDR5_3_Main,0.0112,0.0065,0.0021
SPLUS-s27s69,Calibration_XPSP_GAIA3,0.0042,0.0037,0.001
SPLUS-s27s69,Calibration_iDR5_3_Main,0.0042,0.0037,0.001
SPLUS-s27s72,Calibration_XPSP_GAIA3,0.005,0.0046,0.0028
SPLUS-s27s72,Calibration_iDR5_3_Main,0.005,0.0046,0.0028
SPLUS-s27s73,Calibration_XPSP_GAIA3,0.0039,0.0035,0.0035
SPLUS-s27s73,Calibration_iDR5_3_Main,0.0039,0.0035,0.0035
SPLUS-s28s01,Calibration_XPSP_GAIA3,0.0013,0.0017,0.0018
SPLUS-s28s01,Calibration_iDR5_3_Main,0.0013,0.0017,0.0018
SPLUS-s28s02,Calibration_XPSP_GAIA3,0.0029,0.0044,0.0029
SPLUS-s28s02,Calibration_iDR5_3_Main,0.0029,0.0044,0.0029
SPLUS-s28s03,Calibration_XPSP_GAIA3,0.0039,0.0043,0.0022
SPLUS-s28s03,Calibration_iDR5_3_Main,0.0039,0.0043,0.0022
SPLUS-s28s22,Calibration_XPSP_GAIA3,0.0059,0.0046,0.0039
SPLUS-s28s22,Calibration_iDR5_3_Main,0.0059,0.0046,0.0039
SPLUS-s28s23,Calibration_XPSP_GAIA3,0.0069,0.0035,0.0038
SPLUS-s28s23,Calibration_iDR5_3_Main,0.0069,0.0035,0.0038
SPLUS-s28s24,Calibration_XPSP_GAIA3,0.0072,0.0033,0.0029
SPLUS-s28s24,Calibration_XPSP,0.0051,0.0008,0.0022
SPLUS-s28s24,Calibration_iDR5_3_Main,0.0072,0.0033,0.0029
SPLUS-s28s25,Calibration_XPSP_GAIA3,0.0077,0.0039,0.0039
SPLUS-s28s25,Calibration_XPSP,0.0055,0.001,0.0022
SPLUS-s28s25,Calibration_iDR5_3_Main,0.0077,0.0039,0.0039
SPLUS-s28s26,Calibration_XPSP_GAIA3,0.0073,0.0036,0.0023
SPLUS-s28s26,Calibration_XPSP,0.0053,0.0007,0.0027
SPLUS-s28s26,Calibration_iDR5_3_Main,0.0073,0.0036,0.0023
SPLUS-s28s27,Calibration_XPSP_GAIA3,0.0045,0.0028,0.0028
SPLUS-s28s27,Calibration_iDR5_3_Main,0.0045,0.0028,0.0028
SPLUS-s28s28,Calibration_XPSP_GAIA3,0.0068,0.0036,0.0037
SPLUS-s28s28,Calibration_iDR5_3_Main,0.0068,0.0036,0.0037
SPLUS-s28s29,Calibration_XPSP_GAIA3,0.0049,0.0037,0.0038
SPLUS-s28s29,Calibration_iDR5_3_Main,0.0049,0.0037,0.0038
SPLUS-s28s30,Calibration_XPSP_GAIA3,0.0076,0.0039,0.0021
SPLUS-s28s30,Calibration_iDR5_3_Main,0.0076,0.0039,0.0021
SPLUS-s28s31,Calibration_XPSP_GAIA3,0.0047,0.0037,0.0027
SPLUS-s28s31,Calibration_iDR5_3_Main,0.0047,0.0037,0.0027
SPLUS-s28s32,Calibration_XPSP_GAIA3,0.007,0.0061,0.0035
SPLUS-s28s32,Calibration_XPSP,0.0051,0.0017,0.0025
SPLUS-s28s32,Calibration_iDR5_3_Main,0.007,0.0061,0.0035
SPLUS-s28s33,Calibration_iDR5_3_Main,0.0063,0.0044,0.0028
SPLUS-s28s34,Calibration_XPSP_GAIA3,0.0052,0.0049,0.0031
SPLUS-s28s34,Calibration_XPSP,0.0028,0.0009,0.0013
SPLUS-s28s34,Calibration_iDR5_3_Main,0.0052,0.0049,0.0031
SPLUS-s28s35,Calibration_iDR5_3_Main,0.0064,0.0046,0.0035
SPLUS-s28s36,Calibration_iDR5_3_Main,0.0062,0.0064,0.0041
SPLUS-s28s37,Calibration_iDR5_3_Main,0.0067,0.0065,0.0036
SPLUS-s28s38,Calibration_iDR5_3_Main,0.007,0.0049,0.0027
SPLUS-s28s39,Calibration_iDR5_3_Main,0.0045,0.006,0.004
SPLUS-s28s40,Calibration_iDR5_3_Main,0.0045,0.0035,0.0031
SPLUS-s28s41,Calibration_iDR5_3_Main,0.0054,0.0038,0.0029
SPLUS-s28s42,Calibration_iDR5_3_Main,0.0057,0.0044,0.0023
SPLUS-s28s43,Calibration_iDR5_3_Main,0.0044,0.0045,0.0021
SPLUS-s28s44,Calibration_iDR5_3_Main,0.0038,0.0037,0.0028
SPLUS-s28s45,Calibration_iDR5_3_Main,0.004,0.004,0.0031
SPLUS-s28s46,Calibration_XPSP_GAIA3,0.0053,0.0044,0.0022
SPLUS-s28s46,Calibration_XPSP,0.0036,0.0025,0.002
SPLUS-s28s46,Calibration_iDR5_3_Main,0.0053,0.0044,0.0022
SPLUS-s28s47,Calibration_XPSP_GAIA3,0.0077,0.0051,0.0025
SPLUS-s28s47,Calibration_XPSP,0.0084,0.0046,0.0009
